48,17,2147483647,2147483647,39,48,62,2147483647,24,2147483647,46,40,56,36,2147483647,15,2147483647,67,2147483647,2147483647,0,37,38,2147483647,2147483647,32,34,31,55,9,24,39,2147483647,46,2147483647,46,2147483647,40,40,38,41,49,inf,38,37,37,37,34,11,24,
17,24,2147483647,2147483647,18,17,41,2147483647,22,2147483647,15,19,35,15,2147483647,13,2147483647,46,2147483647,2147483647,15,0,17,2147483647,2147483647,11,13,17,34,18,22,25,2147483647,25,2147483647,25,2147483647,9,3,17,10,12,inf,17,6,19,9,13,11,22,
29,10,2147483647,2147483647,20,29,43,2147483647,5,2147483647,27,21,37,17,2147483647,8,2147483647,48,2147483647,2147483647,27,30,0,2147483647,2147483647,13,15,24,36,2,17,32,2147483647,8,2147483647,27,2147483647,21,28,19,22,37,inf,19,18,21,18,27,4,17,
12,8,2147483647,2147483647,3,12,26,2147483647,10,2147483647,10,20,20,0,2147483647,13,0,31,2147483647,2147483647,10,29,5,0,2147483647,14,14,23,19,7,0,9,2147483647,13,2147483647,10,2147483647,4,27,3,5,35,inf,20,1,4,1,26,6,18,
40,9,2147483647,2147483647,31,40,54,2147483647,16,2147483647,38,32,48,28,2147483647,14,2147483647,59,2147483647,2147483647,38,36,30,2147483647,0,24,26,30,47,8,1,38,2147483647,38,2147483647,38,2147483647,32,39,30,33,48,inf,30,29,32,29,33,10,23,
16,16,2147483647,2147483647,7,16,30,2147483647,11,2147483647,14,8,24,4,2147483647,2,2147483647,35,2147483647,2147483647,14,24,6,2147483647,2147483647,0,2,18,23,8,11,26,2147483647,14,2147483647,14,2147483647,8,15,6,9,24,inf,6,5,8,5,21,10,11,
23,16,2147483647,2147483647,14,23,37,2147483647,11,2147483647,21,6,31,11,2147483647,0,2147483647,42,2147483647,2147483647,21,22,6,2147483647,2147483647,19,0,16,30,8,9,24,2147483647,14,2147483647,21,2147483647,15,13,4,16,22,inf,25,12,15,12,19,10,9,
23,26,2147483647,2147483647,14,23,37,2147483647,21,2147483647,16,25,31,11,2147483647,19,2147483647,42,2147483647,2147483647,16,6,16,2147483647,2147483647,17,19,0,30,18,28,8,2147483647,24,2147483647,21,2147483647,10,9,14,16,18,inf,23,12,6,12,3,12,24,
27,25,2147483647,2147483647,18,27,7,2147483647,25,2147483647,20,29,1,15,2147483647,23,2147483647,12,2147483647,2147483647,20,10,20,2147483647,2147483647,21,23,4,0,17,32,12,2147483647,28,2147483647,25,2147483647,14,13,18,20,16,inf,27,16,10,16,7,10,28,
39,8,2147483647,2147483647,30,39,53,2147483647,15,2147483647,37,31,47,27,2147483647,6,2147483647,58,2147483647,2147483647,37,28,29,2147483647,2147483647,23,25,22,46,0,15,30,2147483647,37,2147483647,37,2147483647,31,31,29,32,40,inf,29,28,28,28,25,2,15,
39,8,2147483647,2147483647,30,39,53,2147483647,15,2147483647,37,31,47,27,2147483647,14,2147483647,58,2147483647,2147483647,37,36,29,2147483647,2147483647,23,25,30,46,8,0,38,2147483647,37,2147483647,37,2147483647,31,38,29,32,47,inf,29,28,31,28,33,10,23,
28,19,2147483647,2147483647,19,28,42,2147483647,23,2147483647,8,20,36,16,2147483647,14,2147483647,47,2147483647,2147483647,8,29,18,2147483647,2147483647,12,14,23,35,11,23,0,2147483647,26,2147483647,26,2147483647,2,27,18,21,36,inf,18,17,20,17,26,4,16,
16,10,2147483647,2147483647,7,0,25,2147483647,5,2147483647,14,8,19,4,2147483647,2,2147483647,30,2147483647,2147483647,4,24,0,2147483647,2147483647,13,2,18,18,2,11,26,0,8,2147483647,9,2147483647,8,15,6,9,24,inf,19,5,8,5,21,4,11,
45,14,2147483647,2147483647,36,45,59,2147483647,21,2147483647,43,37,53,33,2147483647,12,2147483647,64,2147483647,2147483647,43,34,35,2147483647,2147483647,29,31,28,52,6,21,36,2147483647,0,2147483647,43,2147483647,37,37,35,38,46,inf,35,34,34,34,31,8,21,
21,15,2147483647,2147483647,12,5,30,2147483647,10,2147483647,19,13,24,9,2147483647,7,2147483647,35,2147483647,2147483647,9,29,5,2147483647,2147483647,18,7,23,23,7,16,31,5,13,0,14,2147483647,13,20,11,14,29,inf,24,10,13,10,26,9,16,
7,14,2147483647,2147483647,23,7,16,2147483647,12,2147483647,29,15,10,20,2147483647,9,2147483647,21,2147483647,2147483647,29,19,7,2147483647,2147483647,20,9,13,9,9,18,21,2147483647,15,2147483647,0,2147483647,23,22,13,0,25,inf,26,21,19,21,16,11,18,
52,21,8,2147483647,43,52,66,2147483647,28,2147483647,50,44,60,40,2147483647,19,2147483647,71,2147483647,2147483647,50,41,42,2147483647,2147483647,36,38,35,59,13,28,43,2147483647,17,2147483647,50,0,44,44,42,45,53,inf,42,41,41,41,38,6,28,
26,17,2147483647,2147483647,17,26,40,2147483647,21,2147483647,6,18,34,14,2147483647,12,2147483647,45,2147483647,2147483647,6,27,16,2147483647,2147483647,10,12,21,33,9,21,29,2147483647,24,2147483647,24,2147483647,0,25,16,19,34,inf,16,15,18,15,24,2,14,
24,24,2147483647,2147483647,15,24,38,2147483647,19,2147483647,22,16,32,12,2147483647,10,2147483647,43,2147483647,2147483647,22,13,14,2147483647,2147483647,8,10,14,31,16,19,22,2147483647,22,2147483647,22,2147483647,16,0,14,17,9,inf,14,13,16,13,10,18,19,
31,12,2147483647,2147483647,22,31,45,2147483647,7,2147483647,29,23,39,19,2147483647,10,2147483647,50,2147483647,2147483647,29,32,2,2147483647,2147483647,15,17,26,38,4,19,34,2147483647,10,2147483647,29,2147483647,23,30,0,24,39,inf,21,20,23,20,29,6,19,
7,14,2147483647,2147483647,23,7,32,2147483647,12,2147483647,30,15,26,20,2147483647,9,2147483647,37,2147483647,2147483647,30,31,7,2147483647,2147483647,20,9,25,25,9,18,33,2147483647,15,2147483647,16,2147483647,24,22,13,0,31,inf,26,21,24,21,28,11,18,
21,28,2147483647,2147483647,19,21,42,2147483647,26,2147483647,19,23,36,16,2147483647,17,2147483647,47,2147483647,2147483647,19,4,21,2147483647,2147483647,15,17,5,35,22,26,13,2147483647,29,2147483647,26,2147483647,13,7,19,14,0,inf,21,10,11,13,1,15,26,
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
29,10,2147483647,2147483647,20,29,43,2147483647,5,2147483647,27,21,37,17,2147483647,8,2147483647,48,2147483647,2147483647,27,30,0,2147483647,2147483647,13,15,24,36,2,17,32,2147483647,8,2147483647,27,2147483647,21,28,19,22,37,inf,0,18,21,18,27,4,17,
11,18,2147483647,2147483647,20,11,36,2147483647,16,2147483647,9,19,30,17,2147483647,13,2147483647,41,2147483647,2147483647,9,30,11,2147483647,2147483647,13,13,24,29,12,22,32,2147483647,19,2147483647,20,2147483647,3,26,17,4,35,inf,19,0,21,3,27,5,17,
17,20,2147483647,2147483647,8,17,31,2147483647,15,2147483647,15,25,25,5,2147483647,18,2147483647,36,2147483647,2147483647,15,34,10,2147483647,2147483647,19,19,28,24,12,27,36,2147483647,18,2147483647,15,2147483647,9,32,8,10,40,inf,25,6,0,6,31,11,23,
11,18,2147483647,2147483647,20,11,36,2147483647,16,2147483647,9,19,30,17,2147483647,13,2147483647,41,2147483647,2147483647,9,30,11,2147483647,2147483647,13,13,24,29,12,22,32,2147483647,19,2147483647,20,2147483647,3,26,17,4,35,inf,19,0,21,0,27,5,17,
20,27,2147483647,2147483647,21,20,44,2147483647,25,2147483647,18,22,38,18,2147483647,16,2147483647,49,2147483647,2147483647,18,3,20,2147483647,2147483647,14,16,20,37,21,25,28,2147483647,28,2147483647,28,2147483647,12,6,20,13,15,inf,20,9,22,12,0,14,25,
46,15,2147483647,2147483647,37,46,60,2147483647,22,2147483647,44,38,54,34,2147483647,13,2147483647,65,2147483647,2147483647,44,35,36,2147483647,2147483647,30,32,29,53,7,22,37,2147483647,44,2147483647,44,2147483647,38,38,36,39,47,inf,36,35,35,35,32,0,22,
30,33,2147483647,2147483647,21,30,44,2147483647,28,2147483647,23,32,38,18,2147483647,26,2147483647,49,2147483647,2147483647,23,13,23,2147483647,2147483647,24,26,7,37,25,35,15,2147483647,31,2147483647,28,2147483647,17,16,21,23,25,inf,30,19,13,19,10,19,0,
