0,7,2147483647,2147483647,16,0,25,2147483647,5,2147483647,23,8,19,13,2147483647,2,2147483647,30,2147483647,2147483647,23,24,0,2147483647,2147483647,13,2,18,18,2,11,26,2147483647,8,2147483647,9,2147483647,17,15,6,9,24,inf,19,14,17,14,21,4,11,
31,0,2147483647,2147483647,22,31,45,2147483647,7,2147483647,29,23,39,19,2147483647,6,2147483647,50,2147483647,2147483647,29,28,21,2147483647,2147483647,15,17,22,38,0,15,30,2147483647,29,2147483647,29,2147483647,23,30,21,24,39,inf,21,20,23,20,25,2,15,
54,23,0,2147483647,45,54,68,2147483647,30,2147483647,52,46,62,42,2147483647,21,2147483647,73,2147483647,2147483647,52,43,44,2147483647,2147483647,38,40,37,61,15,30,45,2147483647,9,2147483647,52,2147483647,46,46,44,47,55,inf,44,43,43,43,40,17,30,
47,25,2147483647,0,38,47,61,2147483647,32,2147483647,40,48,55,35,2147483647,8,2147483647,66,2147483647,2147483647,40,30,40,2147483647,2147483647,40,42,24,54,25,17,32,2147483647,48,2147483647,45,2147483647,34,33,38,40,42,inf,46,36,30,36,27,27,17,
14,12,2147483647,2147483647,0,14,23,2147483647,7,2147483647,16,22,17,6,2147483647,10,2147483647,28,2147483647,2147483647,16,26,2,2147483647,2147483647,15,16,20,16,4,19,28,2147483647,10,2147483647,7,2147483647,10,29,0,7,32,inf,21,7,1,7,23,6,19,
16,10,2147483647,2147483647,16,0,25,2147483647,5,2147483647,23,8,19,13,2147483647,2,2147483647,30,2147483647,2147483647,23,24,0,2147483647,2147483647,13,2,18,18,2,11,26,2147483647,8,2147483647,9,2147483647,17,15,6,9,24,inf,19,14,17,14,21,4,11,
20,23,2147483647,2147483647,11,20,0,2147483647,18,2147483647,18,28,11,8,2147483647,21,2147483647,5,2147483647,2147483647,18,13,13,2147483647,2147483647,22,22,14,10,15,30,22,2147483647,21,2147483647,18,2147483647,12,16,11,13,9,inf,28,9,3,9,10,14,26,
24,25,2147483647,2147483647,16,24,39,0,20,2147483647,22,17,33,13,2147483647,11,2147483647,44,2147483647,2147483647,22,7,15,2147483647,2147483647,9,11,24,32,17,20,32,2147483647,23,2147483647,23,2147483647,16,10,15,17,19,inf,15,13,17,14,4,18,20,
24,24,2147483647,2147483647,15,24,38,2147483647,0,2147483647,22,16,32,12,2147483647,10,2147483647,43,2147483647,2147483647,22,32,14,2147483647,2147483647,8,10,26,31,16,19,34,2147483647,22,2147483647,22,2147483647,16,23,14,17,32,inf,14,13,16,13,29,18,19,
25,25,2147483647,2147483647,16,25,17,2147483647,1,0,23,17,11,13,2147483647,11,2147483647,5,2147483647,2147483647,23,13,15,2147483647,2147483647,9,11,14,10,17,20,22,2147483647,23,2147483647,23,2147483647,17,16,15,18,9,inf,15,14,17,14,10,19,20,
20,20,2147483647,2147483647,11,20,34,2147483647,15,2147483647,0,12,28,8,2147483647,6,2147483647,39,2147483647,2147483647,18,21,10,2147483647,2147483647,4,6,15,27,12,15,23,2147483647,18,2147483647,18,2147483647,12,19,10,13,28,inf,10,9,12,9,18,14,8,
17,20,2147483647,2147483647,8,17,31,2147483647,15,2147483647,15,0,25,5,2147483647,17,2147483647,36,2147483647,2147483647,15,20,10,2147483647,2147483647,15,17,21,24,12,26,29,2147483647,18,2147483647,15,2147483647,9,7,8,10,16,inf,21,6,9,6,17,11,23,
26,24,2147483647,2147483647,17,26,40,2147483647,24,2147483647,19,28,0,14,2147483647,22,2147483647,45,2147483647,2147483647,19,9,19,2147483647,2147483647,20,22,3,33,16,31,11,2147483647,27,2147483647,24,2147483647,13,12,17,19,21,inf,26,15,9,15,6,9,27,
12,15,2147483647,2147483647,3,12,26,2147483647,10,2147483647,10,20,20,0,2147483647,13,2147483647,31,2147483647,2147483647,10,29,5,2147483647,2147483647,14,14,23,19,7,22,31,2147483647,13,2147483647,10,2147483647,4,27,3,5,35,inf,20,1,4,1,26,6,18,
9,16,2147483647,2147483647,21,9,34,2147483647,14,2147483647,28,17,28,18,0,11,2147483647,39,2147483647,2147483647,28,19,9,2147483647,2147483647,14,11,20,27,11,20,28,2147483647,17,2147483647,18,2147483647,22,6,15,2,15,inf,20,19,22,19,16,13,20,
39,17,2147483647,2147483647,30,39,53,2147483647,24,2147483647,32,40,47,27,2147483647,0,2147483647,58,2147483647,2147483647,32,22,32,2147483647,2147483647,32,34,16,46,17,9,24,2147483647,40,2147483647,37,2147483647,26,25,30,32,34,inf,38,28,22,28,19,19,9,
37,28,2147483647,2147483647,28,37,51,2147483647,32,2147483647,17,29,45,25,2147483647,23,0,56,2147483647,2147483647,17,38,27,2147483647,2147483647,21,23,32,44,20,32,9,2147483647,35,2147483647,35,2147483647,11,36,27,30,45,inf,27,26,29,26,35,13,25,
20,23,2147483647,2147483647,11,20,12,2147483647,18,2147483647,18,27,6,8,2147483647,21,2147483647,0,2147483647,2147483647,18,8,13,2147483647,2147483647,19,21,9,5,15,30,17,2147483647,21,2147483647,18,2147483647,12,11,11,13,4,inf,25,9,12,9,5,14,26,
29,32,2147483647,2147483647,20,29,21,2147483647,27,2147483647,27,36,15,17,2147483647,30,2147483647,9,0,2147483647,27,17,22,2147483647,2147483647,28,30,18,14,24,39,26,2147483647,30,2147483647,27,2147483647,21,20,20,22,13,inf,34,18,21,18,14,23,35,
9,9,2147483647,2147483647,4,9,27,2147483647,11,2147483647,11,17,21,1,2147483647,11,1,32,2147483647,0,11,30,6,1,2147483647,15,11,24,20,8,1,10,2147483647,14,2147483647,11,2147483647,5,24,4,2,33,inf,21,2,5,2,27,7,19,
